utt_id,ctc_rho,pll_rho,gpt2_rho,ctc_wer,pll_wer,gpt2_wer,best_interp_wer,oracle_wer,is_recoverable
4323-55228-0046-1523,-0.2440,-0.5694,-0.2169,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-55228-0048-1525,-0.5774,-0.1757,-0.1339,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-55228-0050-1527,-0.3038,-0.4097,-0.4051,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-55228-0052-1529,-0.0864,-0.6605,-0.5869,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-13259-0001-1531,-0.0495,-0.7426,-0.4951,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-13259-0003-1533,-0.3601,-0.6383,-0.5827,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-13259-0005-1535,-0.4138,-0.5755,-0.4899,0.0227,0.0227,0.0227,0.0227,0.0227,0
4323-13259-0007-1537,-0.4654,-0.5809,-0.6370,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-13259-0009-1539,-0.3787,-0.0913,-0.0913,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-13259-0011-1541,-0.5974,-0.5385,-0.4026,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-13259-0013-1543,-0.6158,-0.3435,-0.4699,0.0714,0.0714,0.0714,0.0714,0.0714,0
4323-13259-0015-1545,-0.3451,-0.6443,-0.2914,0.0441,0.0441,0.0441,0.0441,0.0294,1
4323-13259-0017-1547,-0.2917,-0.5250,-0.5899,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-13259-0019-1549,-0.1991,-0.4776,-0.2720,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-13259-0021-1551,-0.3829,-0.4806,-0.2069,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-13259-0023-1553,-0.2901,-0.3293,-0.2645,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-13259-0025-1555,-0.1688,-0.3197,-0.4705,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0000-1557,-0.5171,-0.3309,-0.2344,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0002-1559,-0.6271,-0.6568,-0.6502,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0004-1561,-0.3565,-0.5207,-0.2636,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0006-1563,-0.2684,-0.4985,-0.4218,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0008-1565,-0.3254,-0.4718,0.0976,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0010-1567,-0.0767,-0.0383,-0.1917,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0012-1569,-0.6124,-0.4082,0.2041,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0014-1571,-0.4179,-0.1137,-0.1122,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0016-1573,-0.4813,-0.5028,-0.4382,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0018-1575,-0.6030,-0.3862,-0.7496,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0020-1577,-0.5664,-0.0772,-0.0837,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0022-1579,-0.3889,-0.5855,-0.6201,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0024-1581,-0.6482,-0.5575,-0.5899,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0026-1583,-0.5332,-0.6792,-0.6640,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0028-1585,-0.3565,-0.3587,0.0519,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0030-1587,-0.5947,-0.3240,-0.3689,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0032-1589,0.0323,-0.1616,-0.1724,0.0000,0.0000,0.0000,0.0000,0.0000,0
4323-18416-0034-1591,-0.5243,-0.0621,-0.0408,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-61735-0001-1593,-0.3294,-0.7692,-0.6325,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-61735-0003-1595,-0.1841,-0.5607,0.0000,0.0345,0.0345,0.0345,0.0345,0.0345,0
4153-61735-0005-1597,-0.6538,-0.7665,-0.8154,0.0303,0.0303,0.0303,0.0303,0.0303,0
4153-61735-0007-1599,-0.3397,-0.9258,-0.9394,0.0526,0.0526,0.0526,0.0526,0.0263,1
4153-61735-0009-1601,0.0938,-0.3306,-0.4260,0.0000,0.1429,0.0000,0.0000,0.0000,0
4153-61735-0011-1603,0.0921,-0.3515,-0.3347,0.1000,0.1000,0.1000,0.1000,0.1000,0
4153-185072-0000-1605,-0.1160,-0.7361,-0.6711,0.0500,0.0500,0.0500,0.0500,0.0500,0
4153-185072-0002-1607,-0.3007,-0.5705,-0.4542,0.0545,0.0545,0.0545,0.0545,0.0545,0
4153-185072-0004-1609,-0.3069,-0.7129,-0.5017,0.1538,0.0769,0.0769,0.0769,0.0000,1
4153-185072-0006-1611,-0.4343,-0.5192,-0.5617,0.2000,0.2000,0.2000,0.2000,0.2000,0
4153-185072-0008-1613,-0.3995,-0.1563,0.1563,0.1667,0.1667,0.1667,0.1667,0.1667,0
4153-185072-0010-1615,-0.3361,-0.5041,-0.8402,0.0385,0.0385,0.0385,0.0385,0.0385,0
4153-185072-0012-1617,-0.2341,-0.3385,-0.7061,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-185072-0014-1619,-0.6283,-0.6589,-0.5757,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186222-0000-1621,-0.0941,-0.0046,0.1123,0.2105,0.2105,0.2105,0.2105,0.0526,1
4153-186222-0002-1623,-0.4719,-0.2023,-0.2023,0.0000,0.0000,0.5000,0.0000,0.0000,0
4153-186222-0004-1625,-0.5091,-0.5523,-0.5911,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186222-0006-1627,-0.5369,-0.5752,-0.1917,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186222-0008-1629,-0.2913,-0.2990,-0.3612,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186222-0010-1631,-0.1456,-0.6117,-0.4660,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186222-0012-1633,-0.3680,-0.4208,-0.4951,0.0455,0.0455,0.0455,0.0455,0.0455,0
4153-186222-0014-1635,-0.3598,-0.4522,-0.4423,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186222-0016-1637,-0.4100,-0.2510,0.1841,0.1818,0.0909,0.1818,0.0909,0.0909,1
4153-186222-0018-1639,-0.5010,-0.1659,0.0689,0.2000,0.2000,0.2000,0.2000,0.0000,1
4153-186222-0020-1641,0.1887,-0.3550,-0.3582,0.1111,0.1111,0.1111,0.1111,0.0000,1
4153-186222-0022-1643,-0.3787,-0.6447,-0.6563,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186222-0024-1645,-0.3451,-0.1150,-0.2301,0.0000,0.1000,0.0000,0.0000,0.0000,0
4153-186222-0026-1647,-0.3232,-0.9277,-0.7879,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186222-0028-1649,-0.2913,-0.6481,-0.7498,0.1818,0.1818,0.1818,0.1818,0.0909,1
4153-186222-0030-1651,0.0805,-0.7080,0.0354,0.0769,0.0769,0.0769,0.0769,0.0000,1
4153-186222-0032-1653,-0.4660,-0.0660,0.0544,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186222-0034-1655,-0.3787,-0.3029,-0.2486,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186223-0000-1657,-0.3895,-0.4680,-0.5227,0.0435,0.0435,0.0435,0.0435,0.0435,0
4153-186223-0002-1659,-0.3727,-0.8671,-0.8532,0.0238,0.0238,0.0238,0.0238,0.0238,0
4153-186223-0004-1661,-0.7006,-0.7006,-0.3114,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186223-0006-1663,-0.0927,-0.6655,-0.4665,0.2174,0.1739,0.2174,0.1739,0.1304,1
4153-186223-0008-1665,-0.4763,-0.2285,-0.0129,0.1250,0.1250,0.1250,0.1250,0.1250,0
4153-186223-0010-1667,-0.6683,-0.3218,-0.2030,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186223-0012-1669,-0.6437,-0.0486,-0.0638,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186223-0014-1671,-0.4456,-0.4951,0.2376,0.0000,0.0000,0.0000,0.0000,0.0000,0
4153-186223-0016-1673,-0.0701,-0.4751,-0.4814,0.0400,0.0400,0.0400,0.0400,0.0400,0
4153-186223-0018-1675,-0.7071,0.7071,0.3536,0.0000,0.2000,0.0000,0.0000,0.0000,0
4153-186223-0020-1677,-0.3787,-0.0874,-0.2952,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0001-1679,-0.3881,-0.8471,-0.7746,0.0625,0.0625,0.0625,0.0625,0.0625,0
8254-84205-0003-1681,-0.3448,-0.5443,-0.0572,0.1304,0.1304,0.1304,0.1304,0.1304,0
8254-84205-0005-1683,-0.4746,0.1251,0.0176,0.0909,0.0909,0.0909,0.0909,0.0909,0
8254-84205-0007-1685,-0.0300,-0.5345,-0.5282,0.2000,0.2000,0.2000,0.2000,0.1333,1
8254-84205-0009-1687,-0.3364,-0.0146,0.0146,0.0909,0.0909,0.0909,0.0909,0.0909,0
8254-84205-0011-1689,-0.7327,-0.4324,-0.2607,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0013-1691,-0.4826,-0.2703,-0.5736,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0015-1693,-0.2963,-0.6379,-0.6411,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0017-1695,-0.3640,-0.1590,-0.2162,0.0769,0.0769,0.0769,0.0769,0.0000,1
8254-84205-0019-1697,-0.8059,-0.5611,-0.2957,0.2222,0.2222,0.2222,0.2222,0.2222,0
8254-84205-0021-1699,-0.3727,-0.2236,-0.6806,0.1538,0.1538,0.1538,0.1538,0.1538,0
8254-84205-0023-1701,-0.1796,-0.5423,-0.3340,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0025-1703,-0.1948,-0.3666,-0.4845,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0027-1705,-0.4268,-0.4653,-0.1205,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0029-1707,-0.4518,-0.6614,-0.8338,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0031-1709,-0.8018,-0.6682,-0.2673,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0033-1711,-0.4067,0.2440,0.1898,0.1111,0.1111,0.1111,0.1111,0.1111,0
8254-84205-0035-1713,-0.4444,-0.2420,-0.4602,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0037-1715,-0.5993,0.2051,0.0604,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0039-1717,-0.1810,-0.5429,-0.4654,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0041-1719,-0.2829,-0.7121,-0.7074,0.4000,0.4000,0.4000,0.4000,0.2000,1
8254-84205-0043-1721,-0.1490,0.0308,0.2170,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0045-1723,-0.4596,-0.5113,-0.7168,0.0930,0.0930,0.0930,0.0930,0.0698,1
8254-84205-0047-1725,-0.5438,-0.4217,-0.8118,0.1250,0.1250,0.1250,0.1250,0.1250,0
8254-84205-0049-1727,-0.4862,-0.6180,-0.4257,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0051-1729,-0.0967,-0.6831,-0.4943,0.2857,0.0000,0.0000,0.0000,0.0000,1
8254-84205-0053-1731,-0.2712,-0.3037,-0.2712,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0055-1733,-0.3157,-0.5495,-0.2474,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0057-1735,-0.2568,0.2254,-0.1190,0.0000,0.2143,0.0000,0.0000,0.0000,0
8254-84205-0059-1737,-0.3079,0.7227,-0.4051,0.1818,0.3636,0.1818,0.1818,0.1818,0
8254-84205-0061-1739,0.0000,-0.5207,-0.2636,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0063-1741,-0.3701,-0.9139,-0.8431,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0065-1743,-0.6368,-0.2530,-0.0136,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0067-1745,-0.3259,0.0973,-0.0666,0.3750,0.5000,0.3750,0.3750,0.2500,1
8254-84205-0069-1747,-0.5694,-0.6671,-0.5315,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0071-1749,-0.3688,-0.6517,-0.7121,0.1250,0.1250,0.1250,0.1250,0.1250,0
8254-84205-0073-1751,-0.5752,-0.4218,0.1150,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-84205-0075-1753,-0.1192,-0.5684,-0.6921,0.4000,0.4000,0.4000,0.4000,0.2000,1
8254-115543-0000-1755,-0.4201,-0.4201,-0.4201,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0002-1757,-0.4374,-0.5550,-0.7247,0.0333,0.0333,0.0333,0.0333,0.0333,0
8254-115543-0004-1759,-0.3122,-0.4162,-0.2312,0.1364,0.1364,0.1364,0.1364,0.1364,0
8254-115543-0006-1761,-0.3772,-0.1567,-0.2727,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0008-1763,0.4650,-0.7053,-0.6061,0.0513,0.0513,0.0513,0.0513,0.0256,1
8254-115543-0010-1765,-0.3204,-0.7029,-0.4660,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0012-1767,-0.2103,-0.5987,-0.6418,0.0667,0.0667,0.0667,0.0667,0.0667,0
8254-115543-0014-1769,-0.2393,-0.7240,-0.8513,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0016-1771,-0.2818,-0.4196,-0.4321,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0018-1773,-0.7778,-0.5348,-0.5510,0.0417,0.0417,0.0417,0.0417,0.0417,0
8254-115543-0020-1775,-0.4519,-0.7113,-0.6611,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0022-1777,-0.3878,-0.5567,-0.3240,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0024-1779,0.1167,-0.4732,-0.4408,0.1765,0.1765,0.1765,0.1765,0.1765,0
8254-115543-0026-1781,-0.3565,-0.2593,-0.3889,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0028-1783,-0.6448,-0.8792,-0.7440,0.0909,0.0909,0.0909,0.0909,0.0909,0
8254-115543-0030-1785,-0.2820,-0.3905,-0.0813,0.2500,0.2500,0.2500,0.2500,0.1875,1
8254-115543-0032-1787,-0.2824,-0.6825,-0.3911,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0034-1789,0.0264,-0.3664,-0.4192,0.2632,0.2632,0.2632,0.2632,0.1053,1
8254-115543-0036-1791,-0.2442,-0.6951,-0.7014,0.0000,0.0000,0.0000,0.0000,0.0000,0
8254-115543-0038-1793,0.3373,-0.1509,-0.2664,0.4286,0.4286,0.4286,0.4286,0.1429,1
8254-115543-0040-1795,-0.3416,-0.3416,-0.6696,0.0909,0.0909,0.0909,0.0909,0.0909,0
8254-115543-0042-1797,-0.2991,-0.2591,-0.1183,0.1250,0.1250,0.1250,0.1250,0.0625,1
8254-115543-0044-1799,-0.6806,-0.5553,-0.2614,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0000-1801,-0.4799,-0.6855,-0.6594,0.0690,0.0690,0.0690,0.0690,0.0690,0
1630-141772-0002-1803,-0.7638,-0.3273,0.2182,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0004-1805,-0.5646,-0.8560,-0.5941,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0006-1807,-0.4339,-0.7321,-0.7321,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0008-1809,-0.3656,0.5704,0.2779,0.3333,0.5000,0.3333,0.3333,0.3333,0
1630-141772-0010-1811,-0.5752,-0.4985,-0.0767,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0012-1813,0.0670,-0.2943,0.0670,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0014-1815,-0.3013,-0.2762,-0.0502,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0016-1817,-0.1943,-0.7496,-0.3530,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0018-1819,-0.4258,-0.3300,-0.3135,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0020-1821,-0.1296,-0.6504,-0.3284,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-141772-0022-1823,-0.2312,-0.6806,-0.6806,0.2500,0.2500,0.2500,0.2500,0.1667,1
1630-73710-0001-1825,-0.0271,-0.2549,-0.4501,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0003-1827,-0.3361,-0.6945,-0.7151,0.0263,0.0263,0.0263,0.0263,0.0263,0
1630-73710-0005-1829,-0.4201,-0.3081,-0.1960,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0007-1831,-0.3787,-0.0738,-0.2408,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0009-1833,-0.1252,0.1252,-0.7202,0.4000,0.4000,0.4000,0.4000,0.4000,0
1630-73710-0011-1835,-0.2684,-0.3068,0.1917,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0013-1837,-0.7280,-0.2343,-0.2594,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0015-1839,-0.4398,-0.8490,-0.4313,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0017-1841,-0.4323,-0.3611,-0.1473,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-73710-0019-1843,-0.3913,-0.2979,-0.5460,0.0952,0.0952,0.0952,0.0952,0.0952,0
1630-73710-0021-1845,-0.5694,-0.7050,-0.6020,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-102884-0001-1847,-0.3241,-0.6504,-0.6504,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-102884-0003-1849,-0.2622,-0.7183,-0.7399,0.0417,0.0417,0.0417,0.0417,0.0000,1
1630-102884-0005-1851,-0.3179,-0.7837,-0.6644,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-102884-0007-1853,-0.4697,-0.7778,-0.6515,0.1071,0.1071,0.1071,0.1071,0.1071,0
1630-102884-0009-1855,-0.2762,-0.5607,-0.6360,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-102884-0011-1857,-0.2258,-0.6448,-0.6433,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-102884-0013-1859,-0.0854,-0.3369,-0.5170,0.0385,0.0385,0.0385,0.0385,0.0385,0
1630-102884-0015-1861,-0.7591,-0.9046,-0.8919,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0000-1863,-0.7602,-0.2070,-0.1373,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0002-1865,-0.2086,-0.7636,-0.7567,0.0769,0.0769,0.0769,0.0769,0.0000,1
1630-96099-0004-1867,-0.3525,0.1844,-0.4230,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0006-1869,-0.1085,-0.1085,0.0271,0.1429,0.1429,0.1429,0.1429,0.1429,0
1630-96099-0008-1871,-0.3368,-0.8176,-0.7607,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0010-1873,-0.6502,-0.5248,-0.2244,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0012-1875,-0.6124,-0.6124,-0.6124,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0014-1877,-0.1922,-0.2913,-0.2524,0.1429,0.1429,0.1429,0.1429,0.0000,1
1630-96099-0016-1879,-0.4220,-0.5261,-0.2602,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0018-1881,-0.5675,-0.5136,-0.3520,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0020-1883,-0.5452,-0.7202,-0.5034,0.0732,0.0732,0.0732,0.0732,0.0244,1
1630-96099-0022-1885,-0.5752,-0.3068,-0.0383,0.0000,0.0000,0.0000,0.0000,0.0000,0
1630-96099-0024-1887,-0.7363,-0.7435,-0.5603,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0001-1889,-0.4452,-0.6671,-0.2510,0.0667,0.0667,0.0667,0.0667,0.0000,1
4515-11057-0003-1891,-0.4295,-0.6062,-0.4641,0.0312,0.0312,0.0312,0.0312,0.0312,0
4515-11057-0005-1893,-0.2285,-0.5550,-0.6725,0.0667,0.0667,0.0667,0.0667,0.0000,1
4515-11057-0007-1895,-0.2269,0.0583,-0.3025,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0009-1897,-0.4294,-0.4120,-0.3153,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0011-1899,-0.6742,-0.6068,-0.0674,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0013-1901,-0.5774,-0.5774,-0.0825,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0015-1903,-0.5687,-0.5307,-0.6326,0.2857,0.2857,0.2857,0.2857,0.0000,1
4515-11057-0017-1905,-0.3796,-0.6508,-0.1464,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0019-1907,-0.4292,-0.7280,-0.3529,0.0500,0.0000,0.0500,0.0000,0.0000,1
4515-11057-0021-1909,-0.5911,-0.3495,-0.5566,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0023-1911,-0.2440,-0.8135,-0.1735,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0025-1913,-0.6708,-0.7151,-0.6192,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0027-1915,-0.5774,-0.5774,-0.5774,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0029-1917,-0.1150,-0.4985,0.1534,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0031-1919,-0.4308,-0.3593,-0.2821,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0033-1921,-0.5534,-0.1864,-0.1243,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0035-1923,-0.4597,-0.5531,-0.4525,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0037-1925,-0.7331,-0.3037,-0.4875,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0039-1927,-0.2850,-0.6229,-0.6433,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0041-1929,-0.1898,-0.5694,-0.1952,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0043-1931,-0.7082,-0.6860,-0.6741,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0045-1933,-0.4719,-0.3446,-0.6742,0.0000,0.3333,0.0000,0.0000,0.0000,0
4515-11057-0047-1935,-0.3521,-0.6983,-0.4198,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0049-1937,-0.4291,-0.3796,-0.3267,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0051-1939,-0.3371,-0.5469,-0.0899,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0053-1941,-0.6124,-0.4082,-0.3378,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0055-1943,-0.5849,-0.5910,-0.5584,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0057-1945,-0.5766,-0.6487,-0.6903,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0059-1947,-0.7356,-0.7262,-0.6947,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0061-1949,-0.4201,-0.4201,-0.2521,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0063-1951,0.0437,-0.4857,-0.5003,0.0870,0.0870,0.0870,0.0870,0.0435,1
4515-11057-0065-1953,-0.6621,-0.5956,-0.6246,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0067-1955,-0.6774,-0.2804,0.1079,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0069-1957,-0.1451,-0.1625,-0.2727,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0071-1959,-0.4147,-0.5085,0.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0073-1961,-0.7375,-0.6072,-0.5699,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0075-1963,-0.3582,-0.7911,-0.2603,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0077-1965,-0.6547,-0.1309,0.1309,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0079-1967,-0.5352,-0.5675,-0.5459,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0081-1969,-0.5179,-0.3586,-0.1287,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0083-1971,-0.1969,-0.2711,-0.2353,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0085-1973,-0.1621,-0.1945,-0.4862,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0087-1975,-0.4078,-0.3825,-0.6699,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0089-1977,-0.6276,-0.5774,-0.3515,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0091-1979,-0.7593,-0.4989,-0.2712,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0093-1981,-0.4218,-0.4218,-0.3835,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0095-1983,-0.1997,-0.1502,-0.6160,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0097-1985,0.1069,-0.3643,-0.1830,0.0800,0.0800,0.0800,0.0800,0.0000,1
4515-11057-0099-1987,-0.2789,-0.7669,-0.7570,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0101-1989,-0.3796,-0.2549,-0.3037,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0103-1991,-0.5747,-0.2812,0.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0105-1993,-0.1362,-0.7050,0.0948,0.1429,0.0000,0.1429,0.0000,0.0000,1
4515-11057-0107-1995,0.0154,0.3498,0.3976,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0109-1997,-0.4625,-0.7389,-0.6331,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0111-1999,-0.2983,-0.1952,-0.2820,0.0000,0.0000,0.0000,0.0000,0.0000,0
4515-11057-0113-2001,-0.4041,-0.6928,-0.5485,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50873-0000-2003,-0.4381,-0.7797,-0.4333,0.0690,0.0690,0.0690,0.0690,0.0345,1
5849-50873-0002-2005,-0.0356,-0.5796,-0.5197,0.0625,0.0625,0.0625,0.0625,0.0000,1
5849-50873-0004-2007,-0.2542,-0.3044,-0.4663,0.0625,0.0625,0.0625,0.0625,0.0312,1
5849-50873-0006-2009,-0.4610,-0.3525,-0.3796,0.0000,0.0000,0.0000,0.0000,0.0000,0
5849-50873-0008-2011,-0.3542,-0.8413,-0.7749,0.0625,0.0625,0.0625,0.0625,0.0625,0
